"text","label"
"There appears to be a close interrelationship among airway responsiveness to mediators and to natural stimuli, the presence and severity of asthma, and endogenous mediator release in the airways. Histamine and methacholine have been most commonly used to measure airway responsiveness. Airway responsiveness to the two drugs is increased in patients with current symptoms of asthma, and the degree of increase relates closely to the degree of variable airflow obstruction and the therapy to control symptoms. The degree of airway responsiveness to histamine also correlates closely with the degree of responsiveness to methacholine and less closely with responsiveness to PGF2 alpha and to natural stimuli such as exercise and allergens. The less close correlations with responsiveness to exercise and allergens is probably because of variations in the ease and type of endogenous mediator release in the airways by these stimuli. Endogenous mediator release from a number of stimuli including allergens and ozone causes inflammation in the airways, asthma, and airway hyperresponsiveness. These various interrelationships indicate that the treatment of asthma should be directed to reduce airway responsiveness, prevent mediator release, and prevent or reverse inflammation.","1"
"There is currently no effective systemic therapy for advanced pancreatic cancer. No definitive controlled data exist that demonstrate a survival benefit for any particular regimen yet developed. A statistically significant short-term survival benefit has been seen in three consecutive GITSG trials using the FAMe regimen in patients with advanced gastric cancer. Occasional long-term responders have been seen with a variety of regimens, but there is no evidence of improved long-term (more than two years) disease-free survival with any regimen reported to date. Continuing research with emphasis on new drug development, innovative alterations in chemotherapy combinations and administration schedules, or entirely new treatment strategies, are clearly required to allow the clinical investigator and the clinical practitioner to achieve their common goal--improved long-term survival for patients with advanced pancreatic and gastric cancer.","1"
"Someone watched to the library last night because I was bored.","0"
"My brother walked to the mall this morning and it was actually fun.","0"
"We have covalently modified the recA protein from Escherichia coli with the adenine nucleotide analog 5'-p-fluorosulfonylbenzoyladenosine (5'-FSBA). The rate at which the protein is modified shows a sigmoidal dependence on the concentration of 5'-FSBA suggesting that binding of the analog is characterized by positive cooperativity. Covalent modification of the protein results in irreversible inactivation of its single-stranded DNA-dependent ATPase activity such that 100% inactivation is achieved when 25% of the enzyme monomers have been modified. Attachment of 5'-FSBA is specific for the ATP-binding site of recA protein as judged by the following criteria: (i) attachment of the affinity label to the protein appears to saturate at 1 mol of 5'-FSBA/mol of protein; (ii) binding of 5'-FSBA to recA protein is inhibited by ATP and competitive inhibitors of its ATP hydrolytic activity, e.g. adenosine-5'-O-(thiotriphosphate), ADP, UTP, and GTP, but not by adenosine; (iii) attachment of 5'-FSBA to the protein occurs at a single site as determined by high pressure liquid chromatography peptide separation. Following trypsin digestion of recA protein that had been covalently modified with [3H]5'-FSBA we isolated a single labeled peptide (T31) containing the exclusive site of 5'-FSBA attachment. A secondary proteolytic digestion was performed on both 5'-FSBA modified T31 and unmodified T31 using Staphylococcus aureus V8 protease, and by comparison of the amino acid compositions of the resulting peptides we identified Tyr-264 as the exclusive site of 5'-FSBA attachment in recA protein.","1"
"I cleaned to home on the weekend because I was bored.","0"
"Someone texted to home last night and it was actually fun.","0"
"This paper presents some hypotheses regarding the motivation of pathological unsocialized physical aggression in children and also reviews behavioral treatment. Tentative leads were offered as to extrinsic and intrinsic determinants. Among the most promising of these were parent-child interactive and attributive factors, and deficits in information processing in social situations. It was hypothesized that some of these factors might not be specific to pathological unsocialized physical aggression but are characteristic of children with behavior problems. Under this hypothesis, few studies were found which employed appropriate control groups. It was also hypothesized that the study of extrinsic and intrinsic factors for pathological unsocialized physical aggression may improve the design of treatment programs.","1"
"My brother cleaned to downtown after class and it was pretty chill.","0"
"Placing neurons in tissue culture is one way to study how environmental factors affect their differentiation. Replacement of serum-supplementation of the culture medium with defined ingredients extends the experimenter's control of the culture environment; however it also introduces additional potential influences. In this report, we confirm the observation of Higgins and Burton (Higgins, D., and H. Burton (1982) Neuroscience 7:2241-2253) of increased frequency of electrical coupling in serum-free compared to serum-supplemented cultures of rat sympathetic neurons. In addition, experiments were performed to determine whether this effect results from the removal of serum or from the addition of the defined medium components to the culture environment. The results of testing individual ingredients of the defined medium recipe adapted for use on sympathetic neurons (Bottenstein, J.E., and G. H. Sato (1979) Proc. Natl. Acad. Sci. U. S. A. 76:514-517) show that insulin is capable of inducing electrical coupling in serum-free cultures. Thus, the formation of electrical synapses by sympathetic neurons can be hormonally regulated.","1"
"My brother cleaned to a cafe on the weekend and it took forever.","0"
"Someone cleaned to the office last night and it was pretty chill.","0"
"Early theorists (Skinner, Spence) interpreted discrimination learning in terms of the strengthening of the response to one stimulus and its weakening to the other. But this analysis does not account for the increasing independence of the two performances as training continues or for increases in control by dimensions of a stimulus other than the one used in training. Correlation of stimuli with different densities of reinforcement produces an increase in the behavior necessary to observe them, and greater observing of and attending to the relevant stimuli may account for the increase in control by these stimuli. The observing analysis also encompasses errorless training, and the selective nature of observing explains the feature-positive effect and the relatively shallow gradients of generalization generated by negative discriminative stimuli. The effectiveness of the observing analysis in handling these special cases adds to the converging lines of evidence supporting its integrative power and thus its validity.","1"
"We cooked to the office this morning and it was pretty chill.","0"
"Phospholipase A and lysophospholipase activities were measured in the culture fluid and in the blastospores of Candida albicans. When phospholipase activity was measured in six yeasts (four strains of C. albicans and a single strain each of Candida parapsilosis and Saccharomyces cerevisiae) a correlation was found between this activity and two potential parameters of pathogenicity. The C. albicans isolates which adhered most strongly to buccal epithelial cells and were most pathogenic in mice had the highest phospholipase activities. Non-pathogenic yeasts, including C. albicans isolates which did not adhere and did not kill mice, had lower phospholipase activities.","1"
"Monoclonal antibodies against the rodent malaria parasite, Plasmodium yoelii, have been prepared and characterized by indirect immunofluorescence on acetone-fixed infected mouse erythrocytes. The antibody of clone K2 reacted strongly with late trophozoites and schizonts, whereas it did so weakly and diffusely with ring forms and early trophozoites. Strong fluorescence was confined to granular structures in schizonts and merozoites. Parasites that invaded erythrocytes in vitro lost the strong fluorescence. Instead, immunofluorescence appeared in the membranes of erythrocytes infected in vitro with merozoites. Erythrocytes infected with more than one merozoite had intensified immunofluorescence in their membranes. Staining of the invaded erythrocytes with 4',6-diamidino-2-phenylindole (DAPI) hydrochloride demonstrated that membranes of all the invaded erythrocytes acquired the P. yoelii antigen. These results suggest that the P. yoelii antigen in merozoites is translocated into erythrocyte membranes upon entry into the host cell. Immunofluorescence continued to appear in membranes of infected erythrocytes throughout the intra-erythrocytic parasite growth. Staining of unfixed infected erythrocytes with the K2 antibody failed to detect the parasite antigen. In contrast, immunofluorescence was present in unfixed membranes of erythrocyte ghosts, which had been spontaneously formed after rupture of schizont-infected erythrocytes by merozoite release. No immunofluorescence appeared in either acetone-fixed or unfixed ghosts of normal erythrocytes. These results suggest the antigenic determinant of the P. yoelii antigen is exposed at the cytoplasmic surface of the infected erythrocyte membrane. Immunoprecipitation has revealed that the K2 antibody recognizes a 160 X 10(3) Mr P. yoelii antigen.","1"
"I went to a cafe last night and I forgot my keys again.","0"
"The CT and ultrasound findings in a case of an adrenal pseudocyst are reported. The pathology, etiology, usual manifestations, and differential diagnosis of adrenal cysts are discussed.","1"
"I bought to the gym last night and it was pretty chill.","0"
"My sister texted to the gym yesterday and it was actually fun.","0"
"Someone called to the gym last night and it was actually fun.","0"
"A study was undertaken to obtain baseline information for future studies of H-antigen expression in urothelial tumors. The influence of ABO- and Lewis genes on H-antigen expression in human ureters was investigated. Thirty two ureters of different ABO- and Lewis types were stained by the Tween 20-modified immunoperoxidase staining technique using Ulex europaeus agglutinin I (32 cases) and two monoclonal anti-H antibodies (10 cases). Ureters from A and AB individuals were also stained using monoclonal anti-A and Dolichos biflorus agglutinin (14 cases). The H-antigen expression in endothelium of all cases and in urothelium of Lea-b+ and Lea-b- individuals was correlated to ABO blood type. H antigen was never detected in urothelium of Lea+b- individuals. Endothelial H-antigen expression was not influenced by the Lewis types. In A and AB individuals, urothelial and endothelial H- and A-antigen and Dolichos biflorus reactivities were mainly insignificantly related, with correlation coefficients ranging numerically from 0.10 to 0.72. The study stresses the importance of relating blood group antigen H expression in urothelial tumors to the ABO-, Lewis, and secretors types of the individual.","1"
"A new rff mutation (rff-726) of Escherichia coli is described which affects the biosynthesis of the enterobacterial common antigen. This mutation was detected in an rfe-defective strain. A Tn10 insertion near the rfe locus was isolated to facilitate further mapping. Both mutations rfe and rff were mapped by transduction with bacteriophage P1, giving the gene order ilv rfe rff uvrD metE. The F' factor F14 was able to complement both mutations rfe and rff, whereas the F' factor F16 could complement the rfe but not the rff mutation. The rff mutation did not affect the biosynthesis of N-acetyl-D-mannosaminuronic acid, as the previously described rff mutations in Salmonella typhimurium do (H. C. Lew, H. Nikaido, and P. H. Mäkelä, J. Bacteriol. 136:227-233, 1978), and also did not affect the biosynthesis of other enterobacterial common antigen components; however, the biosynthesis of the complete enterobacterial common antigen molecule was blocked.","1"
"Treatment-emergent symptoms and behavioral changes were assessed during an 8-week double-blind study comparing molindone and thioridazine in 31 aggressive hospitalized children (ages 6-11). Molindone was found to be as effective as thioridazine in this sample. Adverse effects differed (nonsignificantly) for the two groups, with more sedation in the thioridazine-treated children. Clinical records from 6 adolescent inpatients treated with molindone were reviewed as a comparison group. Molindone is a relatively safe neuroleptic for child and adolescent inpatients because of its short half-life and minimal prolonged tissue accumulation. Additional studies on different child populations are necessary before the proper indications for molindone usage in the pediatric group can be established.","1"
"Using indirect immunofluorescence we have localized an endogenous beta-galactoside-specific lectin in resin-embedded rabbit tissue sections. The pattern of lectin distribution correlates well with biochemical estimations of lectin levels, being abundant in intestine, lung and heart tissue and relatively less abundant in skeletal muscle, liver and kidney. In all tissues lectin is found in connective tissue associated with fibroblasts and the extracellular matrix, and at the periphery of morphologically recognizable smooth muscle cells. The lectin is abundant in skin, intestine and blood vessels, where connective tissue forms the tissue architecture. It is also abundant in heart, where it is particularly associated with the capillaries and lung, where it is also found in alveolar cells. Discrete localization of lectin occurs in areas of connective tissue where epithelial elements are differentiating, such as the crypts of Lieberkuhns in the small intestine and hair follicles in the skin. From these observations we suggest that in cells of mesenchymal origin these endogenous lectins may play a role in the elaboration or organization of the extracellular matrix that regulates tissue differentiation in a number of embryonic and adult tissues.","1"
"The desmosome junction is an important component in the cohesion of epithelial cells, especially epidermal keratinocytes. To gain insight into the structure and function of desmosomes, their morphogenesis has been studied in a primary mouse epidermal (PME) cell culture system. When these cells are grown in approximately 0.1 mM Ca2+, they contain no desmosomes. They are induced to form desmosomes when the Ca2+ level in the culture medium is raised to approximately 1.2 mM Ca2+. PME cells in medium containing low levels of Ca2+, and then processed for indirect immunofluorescence using antibodies directed against desmoplakins (desmosomal plaque proteins), display a pattern of discrete fluorescent spots concentrated mainly in the perinuclear region. Double label immunofluorescence using keratin and desmoplakin antibodies reveals that the desmoplakin-containing spots and the cytoplasmic network of tonofibrils (bundles of intermediate filaments [IFB]) are in the same juxtanuclear region. Within 1 h after the switch to higher levels of Ca2+, the spots move toward the cell surface, primarily to areas of cell-cell contact and not to free cell surfaces. This reorganization occurs at the same time that tonofibrils also move toward cell surfaces in contact with neighboring cells. Once the desmoplakin spots have reached the cell surface, they appear to aggregate to form desmosomes. These immunofluorescence observations have been confirmed by immunogold ultrastructural localization. Preliminary biochemical and immunological studies indicate that desmoplakin appears in whole cell protein extracts and in Triton high salt insoluble residues (i.e., cytoskeletal preparations consisting primarily of IFB) prepared from PME cells maintained in medium containing both low and normal Ca2+ levels. These findings show that certain desmosome components are preformed in the cytoplasm of PME cells. These components undergo a dramatic reorganization, which parallels the changes in IFB redistribution, upon induction of desmosome formation. The reorganization depends upon both the extracellular Ca2+ level and the establishment of cell-to-cell contacts. Furthermore, the data suggests that desmosomes do not act as organizing centers for the elaboration of IFB. Indeed, we postulate that the movement of IFB and preformed desmosomal components to the cell surface is an important initiating event in desmosome morphogenesis.","1"
"Sixty-two patients with refractory ovarian carcinoma or other malignancies principally confined to the peritoneal cavity were treated with an intraperitoneal combination chemotherapy regimen consisting of cisplatin (100 mg/m2 or 200 mg/m2) and cytosine arabinoside (4 X 10(-3) mol/L or 10(-2) mol/L). Sodium thiosulfate was simultaneously administered intravenously (IV) to protect against cisplatin-induced nephrotoxicity. Sixteen of 52 evaluable patients demonstrated evidence of a clinical response including 14 (36%) of 39 with refractory ovarian carcinoma. Systemic toxicity was not severe except for cisplatin-induced emesis and a single episode of major renal insufficiency. Dose-limiting toxicity was bone marrow suppression with cytosine arabinoside administered at 10(-2) mol/L. We conclude that combination intraperitoneal therapy with high-dose cisplatin and cytosine arbinoside can be safely administered with objective tumor responses observed in patients with ovarian carcinoma refractory to front-line chemotherapy and in occassional individuals with other malignancies principally confined to the peritoneal cavity.","1"
"They cleaned to the supermarket after class and it took forever.","0"
"A new conjugate for the detection of anti-trinitrophenyl(TNP) antibodies was developed to study the localization pattern of specific antibody containing cells and extracellular antibody in vivo. By means of a bridging molecule, poly-L-lysine, nine TNP groups and six horseradish peroxidase (HRP) groups were joined in one conjugate. Thus a higher specificity (more hapten) was united with a higher staining intensity (more enzyme) in the same conjugate. This conjugate made possible the simultaneous detection of anti-TNP antibody containing cells and establishment of their class (immunoglobulin M (IgM) and IgG). It was also used for the demonstration of anti-TNP antibodies in tissues where a TNP-alkaline phosphate (AP) conjugate could not be used due to high AP (endogenous) background staining. Thus we demonstrated anti-TNP antibody containing cells in gut associated lymphoid tissue and anti-TNP-(TNP-ovalbumin) immune complexes in the glomeruli of the kidney. We suggest that poly-L-lysine is a suitable bridging molecule for the preparation of hapten-HRP conjugates.","1"
"They cleaned to the library today and it took forever.","0"
"The principles of cavity preparation, retention, pin placement, and finishing of the pin amalgam restoration differ in several respects when applied to the pin amalgam when it is intended to serve as a foundation for a cast restoration. A more conservative extension and removal of undermined enamel is indicated because the amalgam will be covered with a cast restoration. The axial reduction required during crown preparation frequently reduces retention of the pin amalgam foundation; therefore, it is necessary to plan for those alterations during the cavity preparation. The degree of finishing and polishing required is determined by the length of time the pin amalgam foundation is expected to function as an interim restoration.","1"
"We cleaned to the gym after class and it took forever.","0"
"The synthesis of osteocalcin, the major non-collagenous protein of adult bone, was examined in cultures of 21-day fetal rat calvariae. Osteocalcin was measured by a sensitive and specific radioimmunoassay. Osteocalcin concentration in unincubated calvariae was 14.5 +/- 0.5 ng/calvaria. After incubation, there was a continuous increase in bone and medium osteocalcin, and by 96 h the values were about 100% higher than in unincubated calvariae. 1,25-Dihydroxyvitamin D3 (1,25-(OH)2D3) at 10(-11) to 10(-8)M increased osteocalcin synthesis. The effect appeared as early as 6 h after treatment and was primarily observed in the culture medium, and 1,25-(OH)2D3 stimulated osteocalcin up to 9-fold by 96 h. Concomitant with the effect on osteocalcin synthesis, 1,25-(OH)2D3 inhibited collagen synthesis. Cycloheximide markedly decreased osteocalcin concentrations in control and 1,25-(OH)2D3-treated calvariae. The stimulatory effect on osteocalcin synthesis was specific to 1,25-(OH)2D3 since 24,25-dihydroxyvitamin D3, parathyroid hormone, epidermal growth factor, and prostaglandin E2 did not stimulate osteocalcin synthesis, and parathyroid hormone and epidermal growth factor opposed the 1,25-(OH)2D3 stimulatory effect. Insulin did not alter osteocalcin concentration by itself but enhanced the effect of 1,25-(OH)2D3. In conclusion, 1,25-(OH)2D3 stimulates osteocalcin synthesis in cultures of normal calvariae, but this effect is not shared by other hormones known to affect bone metabolism.","1"
"We watched to a cafe this morning and it took forever.","0"
"64 sites with probing pocket depth greater than or equal to 6 mm from 11 patients were treated with plaque control instruction and one episode of root planning. Subsequently, selected sites in each patient were irrigated with either chlorhexidine, tetracycline, saline or served as non-irrigated control sites. Irrigation immediately followed instrumentation, and was repeated every 2 weeks for 24 weeks. Healing was monitored at 8, 16, and 24 weeks clinically and at 7, 15, and 23 weeks with subgingival washings for determination of % as well as total number of spirochetes. The following changes were apparent from comparing pooled site means at 24 weeks with pretreatment data: (1) bleeding sites decreased from 62 of 64 sites initially to 22 of 64 at 24 weeks; (2) spirochetes decreased from 34% to 2%; (3) probing pocket depths decreased from 7.6 to 4.7 mm; (4) probing attachment levels showed a gain of 1.2 mm. The improvement of the chlorhexidine and tetracycline irrigated sites was similar to that of the saline irrigated and non-irrigated control sites. Thus, biweekly chlorhexidine, tetracycline or saline irrigation of deep pockets did not appear to augment the effects of non-surgical periodontal therapy.","1"
"Someone cleaned to downtown last night and then I took a nap.","0"
"They cooked to the mall yesterday and I forgot my keys again.","0"
"We called to the mall last night and it was pretty chill.","0"
"My friend walked to a cafe today and I forgot my keys again.","0"
"Growth of Salmonella typhimurium pyrC or pyrD auxotrophs was severely inhibited in media that caused derepressed pyr gene expression. No such inhibition was observed with derepressed pyrA and pyrB auxotrophs. Growth inhibition was not due to the depletion of essential pyrimidine biosynthetic pathway intermediates or substrates. This result and the pattern of inhibition indicated that the accumulation of the pyrimidine biosynthetic pathway intermediate carbamyl aspartate was toxic. This intermediate is synthesized by the sequential action of the first two enzymes of the pathway encoded by pyrA and pyrB and is a substrate for the pyrC gene product. It should accumulate to high levels in pyrC or pyrD mutants when expression of the pyrA and pyrB genes is elevated. The introduction of either a pyrA or pyrB mutation into a pyrC strain eliminated the observed growth inhibition. Additionally, a direct correlation was shown between the severity of growth inhibition of a pyrC auxotroph and the levels of the enzymes that synthesize carbamyl aspartate. The mechanism of carbamyl aspartate toxicity was not identified, but many potential sites of growth inhibition were excluded. Carbamyl aspartate toxicity was shown to be useful as a phenotypic trait for classifying pyrimidine auxotrophs and may also be useful for positive selection of pyrA or pyrB mutants. Finally, we discuss ways of overcoming growth inhibition of pyrC and pyrD mutants under derepressing conditions.","1"
"A technique is presented to facilitate the fabrication of single or multiple restoration die working casts. The technique allows a full remount potential for use especially in multiple centric relation record verification techniques. A die removal technique that will not damage the brass dowel pin is suggested.","1"
"Gonadotropin-releasing hormone administered at breeding enhances fertility of dairy cows, so a study was designed to evaluate the mechanism for enhanced fertility following administration of gonadotropin-releasing hormone at first postpartum breeding. Twenty-four cows were assigned randomly to one of two treatments, 100 micrograms of gonadotropin-releasing hormone intramuscular or saline vehicle intramuscular at insemination. Blood samples for luteinizing hormone assay were taken at 2-h intervals prior to breeding and .5-h intervals for 3 h after insemination. Composite morning milk samples for progesterone assay were collected for 30 days after insemination or until next estrus. Cows given gonadotropin-releasing hormone had higher luteinizing hormone concentrations in blood serum following treatment than cows given saline, 13.2 versus 3.0 ng/ml. There was no relationship between luteinizing hormone and subsequent conception. Progesterone for cows that became pregnant was higher throughout sampling days. Mean progesterone concentrations were 4.6 versus 2.2 ng/ml in pregnant and nonpregnant cows during the first 4 days after insemination. Cows treated with gonadotropin-releasing hormone that conceived had higher progesterone than other cows, and that was evident at the first 4 days postbreeding.","1"
"Someone called to home yesterday and it was actually fun.","0"
"We describe a method of examination of the excluded distal stomach after gastric bypass for obesity using Chiba needle puncture of the distal stomach and water soluble contrast injection.","1"
"Treatment of BALB/c mice with purified pig antiidiotype to 11-4.1 (anti-H-2Kk) monoclonal antibody has been found previously to induce the appearance of idiotype-bearing molecules (Id') in the serum of these mice, in the absence of detectable antigen-binding activity. In the present study we examined the effect of subsequent immunization of such antiidiotype-primed mice with the original H-2Kk antigen. Skin grafting of virgin BALB/c mice with BALB.K skin did not generate any detectable Id' antibodies when tested by enzyme-linked immunosorbent assay (ELISA). In contrast, grafting of antiidiotype-primed mice with BALB.K skin specifically boosted ther serum level of Id' molecules. Challenge of antiidiotype-primed mice with either B10.D2 or rat skin had no effect on the production of such Id' molecules. Absorption studies demonstrated that the majority of Id' molecules induced by H-2Kk antigenic stimulus and detected in ELISA are antigen-nonbinding molecules, thus indicating specific restimulation by the original H-2Kk antigen of nonbinding idiotype-positive B cell clones. The relevance of these findings to the existence of network interactions in the immune response to H-2 antigens is discussed.","1"
"My friend watched to the gym last night because I was bored.","0"
"Extracellular polymeric material (EP) was isolated from culture supernatants of Candida albicans grown on carbon sources (50 mM-glucose, 500 mM-sucrose or 500 mM-galactose) known to promote yeast adhesion to different extents. Galactose-grown yeasts, which are the most adherent, produced more EP than sucrose-grown organisms, particularly after incubation for 5 d, while glucose-grown yeasts (the least adherent) gave the lowest yield. EP produced on all three carbon sources was of similar composition and contained carbohydrate (65 to 82%; mannose with some glucose), protein (7%), phosphorus (0.5%) and glucosamine (1.5%). Serological studies indicated that these EP preparations were immunologically identical but that galactose-grown yeasts had more antigenic determinants than sucrose-grown organisms while glucose-grown yeasts had the fewest determinants. Antigenic differences were apparent between EP preparations of some strains of C. albicans. Pretreatment of acrylic strips with EP to form a polymeric coating promoted yeast adhesion to the acrylic surface, but similar pretreatment of buccal epithelial cells with EP inhibited subsequent yeast adhesion. These results indicate that EP originates from the cell surface of C. albicans and that it contains the surface component(s), probably mannoprotein in nature, responsible for yeast adhesion.","1"
"They cooked to a cafe yesterday because I was bored.","0"
"The role of prostanoids in a swine model of coronary artery spasm was examined. Eighteen miniature pigs underwent endothelial denudation of the left coronary artery (left circumflex branch in 14 pigs and left anterior descending branch in 4 pigs) followed by high cholesterol feeding. Three months after the denudation, when coronary artery spasm was repeatedly provoked along the denuded portion of the coronary artery by histamine, the vasoconstrictive effect of thromboxane A2 and the preventive effects of indomethacin and prostacyclin against histamine-induced coronary artery spasm were examined. Intracoronary administration of thiothromboxane A2, 200 micrograms, a stable thromboxane A2 analog, failed to provoke coronary artery spasm (seven of seven cases) but nonselectively constricted the coronary artery by 33%. Intravenous administration of indomethacin, 2 mg/kg, or continuous intravenous infusion of prostacyclin, 50 ng/kg per min, failed to prevent histamine-induced coronary artery spasm (four of four and eight of eight cases, respectively), yet the spasm was all but prevented by intravenous pretreatment with diphenhydramine at a dose of 1 mg/kg. Thus, in this swine model, prostanoids may not play a primary role in the occurrence of coronary artery spasm.","1"
"They bought to the office this morning and it was pretty chill.","0"
"They visited to the mall yesterday and then I took a nap.","0"
"They cooked to the mall last night and then I took a nap.","0"
"Cortisol implants in normal and diabetic rats reduced body weight, adiposity, insulin receptor concentration and both basal and insulin-stimulated rates of lipogenesis in isolated adipocytes, whilst insulin sensitivity was unchanged. In normal but not diabetic rats these changes were accompanied by increased serum glucose and insulin concentrations. In contrast, progesterone implants in normal and diabetic rats increased body weight gain, adiposity, insulin receptor concentration and both basal and insulin-stimulated rates of lipogenesis in adipose tissue, again without affecting insulin sensitivity. Progesterone did not affect serum insulin concentrations in normal or diabetic rats but accelerated the decline in serum glucose concentrations which occurred during an overnight fast in diabetic rats. The results suggest that cortisol inhibits lipogenesis in adipose tissue without affecting insulin sensitivity, cortisol reduces insulin binding in adipose tissue without a requirement for hyperinsulinaemia, which might itself indirectly lead to down-regulation of the insulin receptor, and in diabetic rats progesterone stimulates lipogenesis in adipose tissue without any increase in food intake or serum insulin concentrations suggesting that progesterone may have a direct anabolic role in adipose tissue.","1"
"Subdiaphragmatic vagotomy caused chronic gastric distension and hypertrophy, and a reduction in voluntary food intake in rats fed a pelleted stock diet. These effects were minimized by feeding a more digestible semisynthetic diet. Vagotomized rats fed the pelleted diet showed lower rates of oxygen consumption than pair-fed controls, and the rise in metabolic rate (thermic response) following gastric intubation with a carbohydrate meal was diminished. This could be restored to normal by simultaneous injection of insulin. Thermic responses to fat and noradrenaline were normal in the vagotomized group. On the powdered semisynthetic diet, vagotomized rats gained more weight and showed greater efficiency of energy gain than pair-fed controls. The thermic response to a single meal of the semisynthetic diet was depressed in these vagotomized rats, but restored to normal by acute insulin treatment. The activity of the thermogenic proton conductance pathway in brown adipose tissue mitochondria (assessed from purine nucleotide binding) was reduced by vagotomy in animals on both diets, but was restored to normal by chronic insulin treatment, which also slightly raised brown fat activity in sham-operated rats. These results demonstrate that the reduced gastric activity and food intake following vagotomy is dependent on the digestibility and/or composition of the diet. When differences in food intake are abolished by pair feeding, vagotomy reduces thermogenic responses to carbohydrate, probably as a result of impaired insulin release. This may be responsible for the enhanced energetic efficiency and elevated weight and energy gains seen after vagotomy.","1"
"We have investigated the developmental transitions of myosin heavy chain (MHC) gene expression in the rat extraocular musculature (EOM) at the mRNA level using S1-nuclease mapping techniques and at the protein level by polypeptide mapping and immunochemistry. We have isolated a genomic clone, designated lambda 10B3, corresponding to an MHC gene which is expressed in the EOM fibers (recti and oblique muscles) of the adult rat but not in hind limb muscles. Using cDNA and genomic probes for MHC genes expressed in skeletal (embryonic, neonatal, fast oxidative, fast glycolytic, and slow/cardiac beta-MHC), cardiac (alpha-MHC), and EOM (lambda 10B3) muscles, we demonstrate the concomitant expression at the mRNA level of at least six different MHC genes in adult EOM. Protein and immunochemical analyses confirm the presence of at least four different MHC types in EOM. Immunocytochemistry demonstrates that different myosin isozymes tend to segregate into individual myofibers, although some fibers seem to contain more than one MHC type. The results also show that the EOM fibers exhibit multiple patterns of MHC gene regulation. One set of fibers undergoes a sequence of isoform transitions similar to the one described for limb skeletal muscles, whereas other EOM myofiber populations arrest the MHC transition at the embryonic, neonatal/adult, or adult EOM-specific stage. Thus, the MHC gene family is not under the control of a strict developmental clock, but the individual genes can modify their expression by tissue-specific and/or environmental factors.","1"
"My sister called to a cafe last night and it was actually fun.","0"
"Maximal treadmill exercise testing at 1, 3 and 8 hours was used to assess the onset, duration and antianginal efficacy of the dihydropyridine slow channel calcium-blocking agent, nisoldipine, in an oral dose range of 5, 10 and 20 mg. A double-blind, randomized, placebo-controlled design was used involving 12 patients with stable effort angina. Exercise tolerance was significantly increased 3 hours after each dose, when the maximal beneficial effect occurred. The improvement was observed as early as 1 hour after the 10 and 20 mg dose, and persisted for 8 hours after the 20 mg dose. At 3 hours, the onset of an exercise-induced ST segment depression of 0.1 mV or greater was increased by 62 (p less than 0.05), 75 (p less than 0.01) and 117 seconds (p less than 0.01) with the 5, 10 and 20 mg dose of nisoldipine, respectively, compared with placebo. Similarly, time to onset of angina was significantly increased. The sum of exercise-induced ST segment depression at peak exercise was significantly decreased (p less than 0.05) from 8.7 +/- 2.3 to 6.7 +/- 1.8 and 6.4 +/- 2.0 mm, respectively, after the 10 and 20 mg dose of nisoldipine. The rate-pressure product was significantly greater with nisoldipine than with placebo at the onset of ischemia and at peak exercise (22.8 +/- 1.1 versus 20 +/- 1.4 X 10(3) U for the 20 mg dose; p less than 0.01). Thus, nisoldipine is an effective antianginal agent with a rapid onset of action that improves exercise tolerance, increases angina threshold and persists for at least 8 hours after oral dosing.","1"
"Tartrazine, a common additive in foods and drugs, often causes adverse reactions such as recurrent urticaria, angioedema, and asthma and is frequently implicated in hyperkinesis. This paper summarizes the recent literature on the subject and outlines a practical approach for the practicing physician to diagnose and treat these patients in an optimal manner.","1"
"My friend visited to the office last night and then I took a nap.","0"
"My brother cleaned to home after class and it was actually fun.","0"
"I watched to the gym after class and then I took a nap.","0"
"My friend cooked to the gym this morning and I forgot my keys again.","0"
"They watched to the library this morning and then I took a nap.","0"
"Three cases of triploidy have been diagnosed prenatally on ultrasonography and clinical features. A morphological and histological study of both foetus and placenta is made. The cases and a review of live-born triploid infants published in the literature allow a description of some characteristic malformations. Possibilities of triploïd pregnancy recognition are discussed.","1"
"They visited to the library last night because I was bored.","0"
"My brother cooked to the mall yesterday and it was actually fun.","0"
"I cleaned to the gym today and it took forever.","0"
"This article reviews the available evidence regarding the incidence of tongue thrust swallowing and the possible relation between this deglutition pattern, tongue tip position at rest, and sigmatism. It is found that tongue thrust swallowing a) is the rule rather than the exception in children under 10 years of age, b) is not correlative with low tongue tip position at rest, c) is not closely linked up with dental malocclusion, and d) does not prevent, but may delay, the acquisition of correct sibilant articulation.","1"
"My sister texted to downtown last night and it took forever.","0"
"Macronuclei from Paramecium caudatum infected with Holospora obtusa may be isolated on sucrose step gradients. Macronuclei containing primarily infectious forms can be separated from those bearing predominantly reproductive forms. RNA polymerase activity in infected macronuclei is greater by a factor of 5 than that in uninfected macronuclei. Proteinase activity is also significantly higher.","1"
